ACCT000441        4062.88       85320.38
ACCT000442        1712.62       35964.92
ACCT000443        2546.32       53472.62
ACCT000444           0.00           0.01
ACCT000445           0.01           0.11
ACCT000446      560084.20     9664183.60
ACCT000447      628351.18       63053.58
ACCT000448           0.00       98890.84
ACCT000449       83629.17      764260.46
ACCT000450        2932.52       61582.82
ACCT000451        1443.91       30322.01
ACCT000452        4922.12      103364.42
ACCT000453        2642.53       55493.03
ACCT000454           0.00           0.01
ACCT000455           0.00           0.01
ACCT000456      965740.64      362847.22
ACCT000457      742670.83      193814.01
ACCT000458           0.00       32574.89
ACCT000459        2858.18       32065.01
ACCT000460        1626.26       34151.36
ACCT000461        2395.39       50303.09
ACCT000462         399.49        8389.19
ACCT000463        3066.52       64396.82
ACCT000464           0.00           0.00
ACCT000465           0.00           0.05
ACCT000466     1272203.13     1050859.01
ACCT000467     1464599.84      827253.06
ACCT000468           0.00       41458.61
ACCT000469       47591.55      329415.14
ACCT000470        3320.64       69733.34
ACCT000471        3404.72       71499.02
ACCT000472        3233.39       67901.09
ACCT000473        4532.67       95185.97
ACCT000474           0.00           0.01
ACCT000475           0.01           0.06
ACCT000476      843992.05      165750.94
ACCT000477      973237.78      752556.33
ACCT000478           0.00       64974.21
ACCT000479       82863.94      530390.06
ACCT000480        4617.00       96956.90
ACCT000481        2990.13       62792.63
ACCT000482        2774.03       58254.53
ACCT000483         567.22       11911.52
ACCT000484           0.00           0.01
ACCT000485           0.00           0.01
ACCT000486     1213632.00      532775.05
ACCT000487      674005.25      324710.40
ACCT000488           0.00       28483.84
ACCT000489       18206.20      857975.57
ACCT000490        1204.47       25293.77
ACCT000491        4503.07       94564.37
ACCT000492        4557.95       95716.85
ACCT000493        4153.81       87229.91
ACCT000494           0.00           0.05
ACCT000495           0.00           0.01
ACCT000496      856361.54     9880192.30
ACCT000497     1280987.39      638090.33
ACCT000498           0.00       84159.64
ACCT000499       84559.26      762226.03
ACCT000500        3174.74       66669.44
ACCT000501        3155.45       66264.35
ACCT000502        3791.90       79629.80
ACCT000503        1015.91       21334.01
ACCT000504           0.01           0.06
ACCT000505           0.00           0.00
ACCT000506      757564.03       45990.10
ACCT000507     1472078.00      716476.42
ACCT000508           0.00       81291.54
ACCT000509       41587.57      637142.10
ACCT000510         824.04       17304.74
ACCT000511        1003.75       21078.65
ACCT000512        2603.99       54683.69
ACCT000513        1152.12       24194.42
ACCT000514           0.00           0.00
ACCT000515           0.00           0.00
ACCT000516      905557.15      303202.91
ACCT000517     1440376.68      571132.15
ACCT000518           0.00        4481.69
ACCT000519       95347.06      731418.19
ACCT000520         610.71       12824.81
ACCT000521         143.73        3018.23
ACCT000522        3699.07       77680.37
ACCT000523        3148.51       66118.61
ACCT000524           0.01           0.06
ACCT000525           0.00           0.00
ACCT000526     1246064.03      282716.62
ACCT000527      100383.91     9490834.12
ACCT000528           0.00       59902.84
ACCT000529       72750.45      492303.24
ACCT000530        3613.47       75882.77
ACCT000531        3050.34       64057.04
ACCT000532        1366.40       28694.30
ACCT000533        4639.99       97439.69
ACCT000534           0.01           0.06
ACCT000535           0.00           0.00
ACCT000536      232437.55      212581.36
ACCT000537      352558.57     9567367.02
ACCT000538           0.00       91999.63
ACCT000539       35548.87      731902.76
ACCT000540         788.05       16548.95
ACCT000541        3445.35       72352.25
ACCT000542        2387.21       50131.31
ACCT000543        1702.70       35756.60
ACCT000544           0.00           0.01
ACCT000545           0.00           0.00
ACCT000546     1226164.45      812314.46
ACCT000547     1387268.00     1376956.20
ACCT000548           0.00       46973.48
ACCT000549       14317.76       82899.28
ACCT000550        1453.24       30517.94
ACCT000551        1148.34       24115.04
ACCT000552         139.98        2939.48
ACCT000553        3366.49       70696.19
ACCT000554           0.00           0.01
ACCT000555           0.00           0.05
ACCT000556      973979.82      971719.67
ACCT000557      756804.03     9774964.56
ACCT000558           0.00       53969.50
ACCT000559       75728.58      527435.02
ACCT000560        2390.98       50210.48
ACCT000561        2854.40       59942.30
ACCT000562        1746.72       36681.02
ACCT000563        4139.06       86920.16
ACCT000564           0.00           0.00
ACCT000565           0.01           0.06
ACCT000566     1201443.63      207767.69
ACCT000567      275560.96       88985.38
ACCT000568           0.00       67587.80
ACCT000569       34458.75      272762.71
ACCT000570        3995.80       83911.70
ACCT000571         972.66       20425.76
ACCT000572         125.51        2635.61
ACCT000573        4152.88       87210.38
ACCT000574           0.00           0.10
ACCT000575           0.00           0.00
ACCT000576      829831.31        7350.72
ACCT000577     1311986.79      692701.74
ACCT000578           0.00       94740.62
ACCT000579       24738.79      666637.92
ACCT000580        1729.89       36327.59
ACCT000581        2539.40       53327.30
ACCT000582        3096.88       65034.38
ACCT000583        1873.66       39346.76
ACCT000584           0.00           0.10
ACCT000585           0.01           0.06
ACCT000586      246919.51     9334866.14
ACCT000587     1120623.55      183490.90
ACCT000588           0.00       57112.28
ACCT000589       65460.14      406309.59
ACCT000590        2746.62       57678.92
ACCT000591         794.30       16680.20
ACCT000592        2896.09       60817.79
ACCT000593        1066.75       22401.65
ACCT000594           0.01           0.06
ACCT000595           0.00           0.00
ACCT000596      172741.09     9269165.00
ACCT000597     1221805.29      262170.01
ACCT000598           0.00       19628.38
ACCT000599        2303.32       24010.20
ACCT000600        1115.77       23431.07
ACCT000601        4176.87       87714.17
ACCT000602        2780.09       58381.79
ACCT000603         507.26       10652.36
ACCT000604           0.01           0.06
ACCT000605           0.01           0.11
ACCT000606     1368743.95      680560.71
ACCT000607     1290456.18      584342.93
ACCT000608           0.00       23176.93
ACCT000609       98553.73      681573.91
ACCT000610         801.60       16833.50
ACCT000611        2390.36       50197.46
ACCT000612        1259.90       26457.80
ACCT000613        4308.97       90488.27
ACCT000614           0.00           0.10
ACCT000615           0.01           0.06
ACCT000616     1422125.76      733497.17
ACCT000617     1385576.72      949192.94
ACCT000618           0.00       21264.06
ACCT000619       23026.07      627067.78
ACCT000620         827.25       17372.15
ACCT000621        2548.76       53523.86
ACCT000622         959.12       20141.42
ACCT000623        2321.89       48759.59
ACCT000624           0.00           0.00
ACCT000625           0.00           0.01
ACCT000626     1374026.27      961816.84
ACCT000627      841592.70      210319.13
ACCT000628           0.00       50021.52
ACCT000629       28888.20      668149.15
ACCT000630        3764.58       79056.08
ACCT000631        1195.96       25115.06
ACCT000632        1471.95       30910.85
ACCT000633          82.23        1726.73
ACCT000634           0.00           0.01
ACCT000635           0.00           0.05
ACCT000636      225133.72      217753.19
ACCT000637      299833.71     9851720.07
ACCT000638           0.00       70823.02
ACCT000639       49586.40      496270.46
ACCT000640        2403.89       50481.59
ACCT000641        3579.53       75170.03
ACCT000642         330.26        6935.36
ACCT000643        4358.52       91528.82
ACCT000644           0.00           0.00
ACCT000645           0.00           0.01
ACCT000646      826582.63      230253.00
ACCT000647     1032568.39       67993.58
ACCT000648           0.00       40584.78
ACCT000649       25060.74      946411.40
ACCT000650         554.83       11651.33
ACCT000651        1873.87       39351.17
ACCT000652        1063.19       22326.89
ACCT000653         227.23        4771.73
ACCT000654           0.01           0.11
ACCT000655           0.00           0.01
ACCT000656     1468694.48     1093166.82
ACCT000657      523989.26      189904.35
ACCT000658           0.00       37040.02
ACCT000659       28549.50      281021.21
ACCT000660        3324.78       69820.28
ACCT000661        2306.39       48434.09
ACCT000662        4026.52       84556.82
ACCT000663        3635.25       76340.15
ACCT000664           0.02           0.12
ACCT000665           0.00           0.00
ACCT000666     1306608.56      960876.02
ACCT000667     1339457.85      845226.42
ACCT000668           0.00        2829.75
ACCT000669        7192.28      592405.97
ACCT000670        4494.89       94392.59
ACCT000671        1311.91       27550.01
ACCT000672         742.91       15601.01
ACCT000673        1224.72       25719.02
ACCT000674           0.00           0.05
ACCT000675           0.00           0.01
ACCT000676      506551.23     9607363.89
ACCT000677      524779.98      389065.37
ACCT000678           0.00       65998.15
ACCT000679      118088.38      885843.28
ACCT000680        4989.39      104777.09
ACCT000681        1610.54       33821.24
ACCT000682        3630.00       76229.90
ACCT000683         138.51        2908.61
ACCT000684           0.01           0.11
ACCT000685           0.00           0.00
ACCT000686     1327770.88      484811.44
ACCT000687      972002.81      768443.15
ACCT000688           0.00       23333.07
ACCT000689       65853.42      465886.35
ACCT000690         404.69        8498.39
ACCT000691        1512.65       31765.55
ACCT000692        3694.56       77585.66
ACCT000693        1633.56       34304.66
ACCT000694           0.00           0.05
ACCT000695           0.00           0.01
ACCT000696      422596.99     9770019.96
ACCT000697      548829.60      180798.70
ACCT000698           0.00       47979.41
ACCT000699        8997.58      252570.39
ACCT000700        4791.49      100621.19
ACCT000701        1665.94       34984.64
ACCT000702        4449.30       93435.20
ACCT000703        4407.57       92558.87
ACCT000704           0.00           0.05
ACCT000705           0.02           0.12
ACCT000706      218330.07     9840633.81
ACCT000707      429245.03     9736379.16
ACCT000708           0.00       37721.48
ACCT000709       64774.97      918087.71
ACCT000710        4560.85       95777.75
ACCT000711        3044.96       63944.06
ACCT000712        2298.17       48261.47
ACCT000713        4840.67      101653.97
ACCT000714           0.00           0.10
ACCT000715           0.00           0.05
ACCT000716     1129993.26      977429.07
ACCT000717     1020335.66       61055.69
ACCT000718           0.00       98641.71
ACCT000719       51679.11      355763.33
ACCT000720        2054.05       43134.95
ACCT000721        4426.60       92958.50
ACCT000722        1976.67       41509.97
ACCT000723          68.60        1440.50
ACCT000724           0.00           0.05
ACCT000725           0.00           0.00
ACCT000726      742605.55      699773.01
ACCT000727      773648.45     9876465.81
ACCT000728           0.00       39720.88
ACCT000729       29229.82      788840.64
ACCT000730        2156.78       45292.28
ACCT000731        1125.35       23632.25
ACCT000732         641.97       13481.27
ACCT000733        1101.99       23141.69
ACCT000734           0.00           0.00
ACCT000735           0.00           0.05
ACCT000736      497085.68     9656578.64
ACCT000737      863278.04      844524.91
ACCT000738           0.00       18849.14
ACCT000739        8418.55      384582.75
ACCT000740        1723.29       36188.99
ACCT000741        3539.30       74325.20
ACCT000742         183.09        3844.79
ACCT000743        3212.92       67471.22
ACCT000744           0.00           0.05
ACCT000745           0.01           0.11
ACCT000746      446001.74     9523993.58
ACCT000747      897903.25     9971299.05
ACCT000748           0.00       62172.31
ACCT000749        3489.43       23752.08
ACCT000750        3317.66       69670.76
ACCT000751        3624.10       76106.00
ACCT000752        4004.11       84086.21
ACCT000753        1290.47       27099.77
ACCT000754           0.00           0.05
ACCT000755           0.01           0.06
ACCT000756     1516802.50     1110746.22
ACCT000757      970190.50      541919.99
ACCT000758           0.00       40655.93
ACCT000759       61491.42      356202.27
ACCT000760        2953.59       62025.29
ACCT000761        3395.43       71303.93
ACCT000762        4013.24       84277.94
ACCT000763         184.69        3878.39
ACCT000764           0.01           0.11
ACCT000765           0.01           0.06
ACCT000766     1384276.18      945515.17
ACCT000767     1437703.60      618441.81
ACCT000768           0.00       15388.13
ACCT000769       52187.64      340008.31
ACCT000770        1405.15       29508.05
ACCT000771        4180.68       87794.18
ACCT000772        1455.89       30573.59
ACCT000773         495.97       10415.27
ACCT000774           0.01           0.11
ACCT000775           0.00           0.01
ACCT000776     1203168.45      437710.21
ACCT000777     1188580.90      644276.21
ACCT000778           0.00       60407.51
ACCT000779      109750.04      900228.55
ACCT000780        2668.81       56044.91
ACCT000781        3497.79       73453.49
ACCT000782         966.74       20301.44
ACCT000783        3713.49       77983.19
ACCT000784           0.00           0.01
ACCT000785           0.00           0.01
ACCT000786      149133.87     9546352.98
ACCT000787      739264.59      162650.06
ACCT000788           0.00        8841.18
ACCT000789       80384.83      537610.39
ACCT000790        4636.57       97367.87
ACCT000791        3540.39       74348.09
ACCT000792        3355.37       70462.67
ACCT000793        1085.62       22797.92
ACCT000794           0.00           0.00
ACCT000795           0.01           0.11
ACCT000796      265090.54     9658802.07
ACCT000797     1220575.43      956360.91
ACCT000798           0.00       35832.20
ACCT000799      109668.36      792832.60
ACCT000800        3375.33       70881.83
ACCT000801        1635.92       34354.22
ACCT000802        4743.60       99615.50
ACCT000803        2451.26       51476.36
ACCT000804           0.00           0.01
ACCT000805           0.00           0.01
ACCT000806     1073663.76     1013154.19
ACCT000807      398370.33        9234.69
ACCT000808           0.00       66230.80
ACCT000809       13461.67      425259.58
ACCT000810        3690.34       77497.04
ACCT000811         804.56       16895.66
ACCT000812        4818.49      101188.19
ACCT000813        1221.53       25652.03
ACCT000814           0.00           0.01
ACCT000815           0.00           0.01
ACCT000816     1270204.26      920745.63
ACCT000817      994982.93      320033.86
ACCT000818           0.00       80161.60
ACCT000819        2258.14       56397.12
ACCT000820        2102.68       44156.18
ACCT000821        4283.47       89952.77
ACCT000822        3416.74       71751.44
ACCT000823        3814.70       80108.60
ACCT000824           0.01           0.11
ACCT000825           0.00           0.01
ACCT000826      146706.98      140370.64
ACCT000827      279174.36     9889307.12
ACCT000828           0.00        9228.34
ACCT000829       59341.92      454270.21
ACCT000830        3920.43       82328.93
ACCT000831        2864.48       60153.98
ACCT000832        2332.17       48975.47
ACCT000833        4513.97       94793.27
ACCT000834           0.00           0.05
ACCT000835           0.00           0.01
ACCT000836      748352.18      334008.36
ACCT000837      889975.82      659194.45
ACCT000838           0.00       70344.38
ACCT000839      173086.47     1018235.25
ACCT000840         804.46       16893.56
ACCT000841        1681.77       35317.07
ACCT000842        1709.99       35909.69
ACCT000843        2496.60       52428.50
